id,premise,hypothesis,lang_abv,language,label
ea80cdfb59,"I can't remember what it was, but suddenly I got very nervous thinking that I was going to school for the first time and this was probably the most stressful day of my life.",I was very relaxed about starting school.,es,Spanish,2
488c54cb3f,"So let me draw a slightly different moral from the saga of beach volleyball as it has evolved in our  If, as Speaker Gingrich says, the price of volleyball is eternal freedom, still it may take a village to raise a volleyball net.",Speaker Gingrich thinks there is a linear connection between volleyball and freedom.,en,English,1
5931c12f7c,"Lauren wreaths symbolizing the victory, and olive branches symbolizing the world, also decorate the boundaries of the carpet along with acanthor leaves.","Golden fish, snakes and nothing but the edge of the carpet.",ru,Russian,2
d4d982cd04,"It was replaced in 1910 by the famous old pontoon bridge with its seafood restaurants, which served until the present bridge was opened in 1992.",The pontoon bridge had shops as well as restaurants.,en,English,1
fca3f1c884,"In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.","Mainichi Shimbun was critical of Keizo Obuchi, the new Liberal Democratic Party Leader.",en,English,0
b1e0d65411,you know and then how long are they supposed to take it,You know how long they're supposed to take it,en,English,0
61389fa03e,"A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.",The Church of the Assumption stays cool all year because it is underground.,en,English,1
8e804d1355,"These free seats - Washington, Colorado and Northern Dakota - coupled with the ousting of the long -term Democrat Alan Dixon, have considerably increased our chances of victory.",Alan Dixon is a state senator.,fr,French,1
96cf837fbc,Nowadays it is bordered by ancient columns and lined with expensive shops.,The shops have only been around for the last fifty years.,en,English,1
a62f76fa24,"It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights, the right to have free trade unions, the release of more than 200 political prisoners, debt relief, stronger penalties for corruption and pollution, no amnesty for Suharto and his fellow thieves, and a respite for the poor from the hardest edges of economic reform.",The only thing that can our society is more power to the presidential electors.,en,English,2
bb0a21d810,"Visitors are free at the Hilbert Conservatory, butterflies are free, Oz wizard, Toyland and Fantasy of Flights will have the opportunity to watch changing demonstrations.",Visitors will be able to see various shows at the Hilbert Conservatory every day.,tr,Turkish,1
78ed4a1a14,"One of the city's attractions is the shopping center around the Place Darcy and Rue de la Libert??, where you can hunt for such regional delicacies as the famous mustards; pain d'??pices (gingerbread); and cassis, the blackcurrant liqueur that turns an ordinary white wine into a deliciously refreshing kir.",There is nowhere to shop in the city.,en,English,2
f832002396,"For example, words such as Erale (what is happening or OK)",The word erale has only one meaning.,ru,Russian,2
545b018b5d,"You know all my kids excel, it's really good but I guess he learns from the older boys",I am very proud of all that my children know.,el,Greek,1
8f3294e197,But I know that in many rural areas they are not so good,They are very good in rural areas and in the city.,de,German,2
1b7b01ff3d,On the platform stood an altar and a large stone pillar.,The platform was made to make sacrifices on.,en,English,1
1ef5c1debb,Another example comes from VIP Vasactive intestinal polypiptide.,VIP is not an example.,hi,Hindi,2
683cac6d1a,She was very white and stared at her crossed hands.,She was very pale and kept looking at her hands.,bg,Bulgarian,0
9271a67766,"For a recognition of such an international community, the equality of our right to the voting right of the UN General Assembly is a normal reality.",There is a voting right.,zh,Chinese,0
178c95f47c,"I ate quickly, as quickly as possible and then she went there and she helped me with it.",I ate pizza in less than two minutes.,vi,Vietnamese,1
e0d5f59f75,"The expectations of rationality are increasing, partially, in an effort to understand the real purchase in the stock market.",Everyone is trying to learn about buying and selling on the stock exchanges.,vi,Vietnamese,0
39fda81e4e,His off-the-cuff style seems amateurish next to Inglis' polished mini-essays.,He may look like an amateur but he had experience,en,English,1
ce31bbd8b9,Michael B. Wachter of the University of Pennsylvania and his colleagues conclude that there is a wage and fringe benefit premium for the postal bargaining labor force of 29.,Wachter works for University of Chicago.,en,English,2
a4022a36d0,The door opened and Severn stepped out.,They were waiting for someone to open the door for them.,en,English,2
a98e168f37,"Increasing markets can limit the dangers by identifying problems earlier, which allows easier change or correction.",Increasing markets can be implemented immediately.,el,Greek,1
0d1b381762,yeah that's that's always nice when you have an animal that the kids can play with like that how old are the kids,It's good to have an animal the kids can play with.,en,English,0
5f7b6d9f50,We are applying for resources for the financial year 2002 important to maintain our high level performance and Congress service.,We are requesting the money we need this year.,ur,Urdu,0
32b6e271f8,when there was the ball that was sort of hit to Buckner to Buckner,The ball was hit to Buckner.,en,English,0
1d2b2cf0e0,"It was planned in the 1820s as a symbol of Scottish national pride and designed as a mini-Parthenon, in deference to the neoclassical style popular at the time.",It was designed to look just like the White House.,en,English,2
d7929d9b16,He also has a private practice.,He has private practices as well.,en,English,0
81170afcdb,um-hum they keep you entertained they sure do we have a uh my wife's uh mother is uh oh about  seventy seven i guess she really gets a thrill when we go over to see her and bring the dog i think she's more happy to see the dog than she is us,We don't have a dog.,en,English,2
87ade69b73,i think it's ninety two,The radio station is probably on ninety two.,en,English,1
621a25863f,Under the bridges in the harbor is a small island called Potter's Kay.,Potus Kay is huge!,bg,Bulgarian,2
b47aaf7340,"Carmel Man, a relation of the Neanderthal family, lived here 600,000 years ago.",Carmel Man is a camel representing a cigarette brand.,en,English,2
2b6d6bc158,3 billion annual investment in TSA poured into air to fight the final war.,TSA has nothing to do with aviation and focuses on trains.,vi,Vietnamese,2
7de1069fea,An unintentional exclusion of a hyphen from the computer mass of encoded mathematical instructions for the management of ascension.,A missed hyphen can cause problems with teams in machine code.,ru,Russian,0
8917f23f75,what was the problem,i know exactly what the problem is.,en,English,2
31815d0bd5,"But for some recipients, there is a downside to the checks from Anthem Inc., issued to policyholders as part of the insurer's conversion to a publicly traded company.",Anthem inc has crazy fees on their checks,en,English,1
a01c8bfd83,With him was the evil-looking Number 14.,Number 14 looked very innocent.,en,English,2
ff23279dd6,bGross national saving is held constant as a share of GDP at 18.,bGross national saving is held constant as a share of GDP.,en,English,0
5b434ec2d5,With the others we either made a kind of Mother's Day with some friends where they alternate,A few friends have alternately aligned the Mother's Day brunch.,de,German,1
0d18f1c166,"The tents had been burned, but there was a new building where the main tent had been.",The tents had replaced the building.,en,English,2
ade45abfa8,"Did Meriwether Lewis really commit suicide, as historians claim?",There is evidence to suggest that Lewis was killed by someone else.,en,English,1
1a46911d03,"Table 2: Examples of BLM's, FHWA's, IRS's, and VBA's Customer Satisfaction Expectations for Senior Executive Performance",Senior Executives do not care about the customer satisfaction.,en,English,1
81879bc1ec,"A conventional siege was useless against such a seemingly impregnable rock, however, and with so much food and water the Zealots could not be starved into submission.","The rock was impossible to get past, so a conventional siege didn't do much.",en,English,0
d94a9a41f4,you know Arnold Schwarzenegger is getting to be uh a bit of a variety actor you know at first he was just a big muscle man but he's kind of branching out,I prefer Arnold Schwarzenegger as a variety actor to when he was a muscle man.,en,English,1
eaf38921ef,Foreign farm workers frequently move within the United States.,Immigrants are moving to the north in summer.,tr,Turkish,1
2908e0d207,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,When I first started in the eighties you had to use punch cards.,en,English,0
daabd0c7eb,"Also downtown is the Flower Market, on Wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.",Fresh-cut flowers available at the market range from cheap to expensive.,en,English,1
bfc90d34a3,Boats in daily use lie within feet of the fashionable bars and restaurants.,Bars and restaurants are interesting places.,en,English,1
f21dcccf91,"Although the C-R relationship actually varies from one location to another (due to differences in population susceptibility or differences in the composition of PM), C-R functions are generally not available.",C-R relations vary from region to region.,tr,Turkish,0
a206879d9e,I ... I had not dreamed ...,I did not dream.,fr,French,0
3491537c33,Some civil employees of the Port Authority remained in several upper floors to help civilians who were trapped there and help evacuation.,None of the employees of the Port Authority remained on the upper floors to evacuate defenseless civilians.,es,Spanish,2
7f36ba4e3a,"At the far end of David Street, Temple Mount is one of the world's most sacred spots to three major religions.",Three major religions treat Temple Mount as very important.,en,English,0
adb44ffb3a,"Most homes will have an original scene, which is Nacimiento, which was held for invitations and singers.",Almost no house from these houses has put the decorations of the cradle scene.,ar,Arabic,2
0be550998b,That was twenty -five people when I joined,There are only more than a hundred people joined.,ar,Arabic,2
8e2b1a663b,yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,The bins move around and are very plain.,en,English,2
d77919b0cd,And it can also be limited by people to understand UH and more in their garbage and limit weight limits.,"As long as people keep the garbage properly, they do not need to worry about its quantity.",ur,Urdu,2
455a0838ef,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,You can get Flubber at the dollar movies.,en,English,1
8ecb89609f,life track,Life path.,en,English,0
70527e782d,"But, Slate protests, it was [Gates'] byline that appeared on the cover.",Slate said that it was definitely not Gates' byline on the cover.,en,English,2
4f7000e525,"At the western end of Cowgate (where it meets Holyrood Road), you will see one of the few remaining sections of Edinburgh's old city wall (Flodden Wall), built following the Lang Siege of the 1570s.",Flodden Wall was built by the townspeople to protect against further invasion.,en,English,1
ec39a2b911,His leading personnel shared very little information with the National Security Council and the rest of the National Security Community.,The National Security Council received complete and complete letter.,hi,Hindi,2
98266ef6bb,"But he will certainly pretend to be honest, claiming that men according to general understanding, including women","Women are included in men's groups.At this time, the claims of the rights have progressed.",th,Thai,1
186f527b83,Should you switch to Linux?,Linux is a better operating system.,th,Thai,1
e31c5179ea,"During depression, it was the poorest province in the country, close to starvation.",The province was close to starvation during depression.,hi,Hindi,0
a1eca35a01,"Dinghies are available for Hire from the Marinas at tel aviv, The 100 Best Things You Never Knew About The 100 Best Things You Never Knew","Excellent Quality Dinghies are rent-aable for the marinas at tel aviv, Jaffa, Akko, Netanya, and Nahariya.",en,English,1
e0eabe4c12,"There may be more, because I only enjoy the cover, not detailed, because I have no time to read the article, you know",They have done more than you see from the thesis,zh,Chinese,1
d3c7836c7a,Friendly staff.,The staff is friendly only when you give them tips.,en,English,1
0020bed843,"The man who had once come up with a has-been corner skit, in which, as Zmuda recalls, forgotten performers would be sent out to flounder in front of an audience ...",A very small number of performers ended up being cheered and celebrated by the audience.,en,English,1
1a7d690b98,um-hum with the ice yeah,With the sunshine and heat wave yes.,en,English,2
f803a85af1,"Then think about the role of laws and contracts, the restrictions of which enable the linked flow of economic activities in certain corridors of action.",Laws and the economy are not connected.,de,German,2
439dd175c9,"Typically assumed to be a high-roller card game, baccarat (bah-cah-rah) is similar to blackjack, though it's played with stricter rules, higher limits, and less player interaction.","Baccarat is completely different from blackjack, and it is not played with cards.",en,English,2
2716aed6dc,"Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).",Palestrina will be performed in New York by the Royal Opera.,en,English,0
17e2d10f12,This is unique in that that I spent 16 years of my career in special activities.,I've never had a job.,de,German,2
41b58d8e8f,and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but,He's able to get me a 20% discount.,en,English,1
28d2fa192e,We can achieve a more accurate goal and strike the goal more frequently.,We will try to achieve the goal a lot.,ar,Arabic,0
d9cf46e2a1,They said: we pay for a place for you.,They pay for living for me and my brothers and sisters.,ru,Russian,1
8fcf210045,"This fanaticism lasted for 30 years, and Rococo's style was stronger.","For thirty years, it has been crazy everywhere.",zh,Chinese,0
074cb280e9,"A thin, acidic smile appeared on the officer's arrogant lips.",The employee did not even smile even for a moment.,bg,Bulgarian,2
51e775d041,"The feeling that the check tall is just a blank check, you know, and they are unlimited funds, it is not that she comes out and spends it unlimitedly, but it is almost that attitude.",She feels that she can spend more than $ 1000 per night.,es,Spanish,1
45858034b1,"It doesn't seem expensive--they use it in Bangladesh, after all.",That's one of the most expensive options.,en,English,2
63c77389a0,"Far from the coast, the terrain is tilted through the pines, the mimosas, the eucalyptus and the heather up to an altitude of almost 915 m (3,000 FT).",The land houses caves.,fr,French,1
7f3d719365,"My intuition, of course, is very subjective-is the person who is interested, as described in the annual contribution of the members of the flight attendant Association for your parish.",Your USD 2000 contribution shows that you are a good person.,vi,Vietnamese,1
2f14ef579e,see now in a situation like that the boys are only sixteen years old and they were sexually involved with her and i think like at that particular point she was twenty three you know so she wasn't really that much older than them and being a boy at that age i think that they're very um you know let's face it that's at a point in your life when you you're just starting to realize all the things of life,"With this small of an age gap, charges should not be pressed.",en,English,1
f1823c7fa0,do you really romance,Do you really love him?,en,English,1
f3213b7499,"4 million, or about 8 percent of total expenditures for the two programs).",The figure of 4 million is likely to rise in the coming years.,en,English,1
651eb1452f,"Yes, they had a whole bunch of things that broke at one time",None of their broken items.,sw,Swahili,2
11d3793ec7,"But there is a cycle of confirmation; if prophecy indicates a thing will happen, it will happen--though not always as expected.","When prophecy is indicative of a thing happening, it will occur -- there is a cycle of confirmation to it.",en,English,0
2a76685a94,I don't care how you complete it.,I need to know exactly what you will do.,zh,Chinese,2
0659d9afc3,"'We can't find him, Benjamin,' Lincoln/Natalia said.","After 12 hours looking for him, Lincoln/Natalia gave up.",en,English,1
67d9b832a8,Agricultural shows,Military shows,en,English,2
c9f1130859,"The banquet table is not worth the money,",The dinner party on oil fabric.,vi,Vietnamese,1
4c17b31852,"As Ben Yagoda writes in the New York Times Book Review , somewhere along the way, Kidder must have decided not to write a book about Tommy O'Connor.",Ben Yagoda is a famous book reviewer.,en,English,1
35a56279e4,"Oh and when you try to get it out of your company, you pay with one arm or leg","If you give up a small part of the company, you can actually save a lot of money.",de,German,2
1f6d0c57c0,One thing that really had a great protection.,She could protect herself well.,bg,Bulgarian,0
e1ee4191b9,He and his associates weren't operating at the level of metaphor.,He and his associates were operating at the level of the metaphor.,en,English,2
4c88819fe3,Doğmuş olurdu.,Onun dünyaya gelmediği zannediliyor.,tr,Turkish,2
a29fc61322,It also sweeps the words in its passage.,Quickly deletes all the words.,bg,Bulgarian,1
ab08cecd26,"A very professional and fully produced play has made a difference for children such as Becky, Stephanie, Markus, Emily and their classmates, wide from Indiana.",Active helped many children throughout Indiana.,de,German,0
c5e99154cf,"Executives do so by examining their internal environments and asking a series of questions about the problems that need fixing, how information technology and management can help, and how a CIO might best fit within their management structures to guide technology solutions.",A CIO should guide technology solutions based on a company's internal environment.,en,English,0
2eef0dd6a2,and when they get out they should have uh i don't know you know some reasonable amount of money,We should give them money for when they get out.,en,English,1
b61c2b8420,The importer pays duties that are required by law,The importer never pays taxes,en,English,2
6ee3e1e174,But many were unable to solve one or other method until they were satisfied with several questions and mainly those that were expressed by Oge.,I Ogley stated that people who ask questions do not know what they are talking about.,ar,Arabic,1
63e7e6e1b4,The man had probably heard him urinating or maybe even noticed the change of his breath as he awoke.,The man heard his urine hitting toilet water as his breath changed.,en,English,1
604872c81e,well i think of uh you mean as far as retirement,I believe you are referring to retirement.,en,English,0
da9c3e4107,"Alexander the Great, who passed through the city in 334 b.c. , paid for its completion; five of the original 30 columns have been restored to their full height.",Alexander the Great was so impressed with the city in 334 B.C. that he expressed a wish to live there one day.,en,English,1
7a6f814b1f,and oh okay and then went to Colorado,After that I left for Colorado.,en,English,0
8f6f2142b8,It must also report the information to the employee's home agency promptly to facilitate disbursement of pay by the home agency.,The home agency will take care of the financial aspects.,en,English,0
84780349be,yeah okay yeah those games are fun to watch you you you watch those games,Those games are a lot of fun.,en,English,0
642b888dc0,RH-II tag this current expression as from South Midland and southern the United States and means being on the edge of.,"According to RH-II, this expression means being on the edge of.",es,Spanish,0
3b0af9780b,"On the easternmost tip of Jamaica stands Morant Point Lighthouse, built in 1841.",Morant Point Lighthouse is in Mexico.,en,English,2
19a714bef1,"And then come to Bona, the center of the wicker, which the draft law gives himself as the beginning of the KECAK dance.",Kecak dance is not from Bona.,th,Thai,2
b473d1f9d8,yep that's what he's worried about the trees or a bush because lilac bushes they they grow fast some people uh would really like to have them and then the people that do have them they spread and they sprout all over their their lawn,He's not worried about the trees. Lilac bushes take a long time to grow.,en,English,2
6fa6cc1e1e,"12hei sponsored multi -city national patient, death, and air pollution studies (NMMAPs).",12 HEE is directly related to air pollution.,ur,Urdu,1
091512ce02,HE KNOWS ABOUT THE MINES.,He is aware that the mines exist.,en,English,0
12c768f4fb,"In fitness landscape, image, mutation, reconstruction and selection can force developing population to attract high condition to the peaks of the condition.",Many factors are effective at the same time to attract evolving population to higher form of form.,tr,Turkish,0
a18b995dbc,"When we become independent, please help us to strengthen the award of your degree.",You have acquired a degree in molecular biology.,de,German,1
c0a431c402,23 Financial continued existence is important to achieve the goals of the CFO,23 finance has lost momentum to achieve their executive goals.,de,German,2
4ecedc3de5,"Look, it's your skin, but you're going to be in trouble if you don't get busy.",Don't let anyone see you working or you might get in trouble.,en,English,2
a6d7ea96ae,actually i listened to one time i remember it's this is back when rap even uh i would say about ten or fifteen years ago i,I listened to rap one time about 15 years ago.,en,English,0
96276c873f,"That's right, they will go through the slits",They went into the opening ceremony.,vi,Vietnamese,0
75c41b212b,I hope you will help us continue the tradition of Olympic excellence.,You will be the next Olympic athletes to win gold.,fr,French,1
51edd213bb,"She seemed so different  """,She had changed a lot since the last time we'd seen her.,en,English,1
0fba02b7bb,"He charged Jon, knife high.",He charged Jon with a bloody knife.,en,English,1
c427ca988d,The conversation he had overheard had stimulated his curiosity.,he hadn't heard anything,en,English,2
bf001a1f7c,"He didn't even understand the bridal ceremony, he didn't even know he had married, seriously-",I did not understand what had happened.,es,Spanish,0
22e2a4903d,"I mean there was there I had, I had my clock and it was on my shoes and well, the bushes were all white down there",It was annoying when it covered my shoes.,el,Greek,1
011947dcb5,"Yes, you've done very well, young man.","No, you have not done very well.",en,English,2
156b334a95,"However, the specific approaches to executing those principles tended to differ among the various sectors.",Specific approaches to each principle is the same in each sector.,en,English,2
54ac6a1f15,"Merkezi İstihbarat Başkan Yardımcısı John McLaughlin, toplantının belirli bir tarihini hatırlamadığı halde, Tenet'e bildirilmesinden birkaç gün önce Moussaoui hakkında bilgilendirildiğini söyledi.",McLaughlin served as the Vice President of Central Intelligence for 27 years.,tr,Turkish,1
8ab54e937d,4) Not enough is known about how nontransportation costs vary with distance.,The reason for the lack of information is the fact that what goes into nontransportation costs can differ dramatically by individual.,en,English,1
1f381fb747,"You're crazed, Beresford.","You need to see a therapist, Beresford.",en,English,1
18996e1e67,"Relax can also describe a joke relationship, a round trip, which through laughter relieves tension and disintegrates the cause of the tension of the moment.",The relax is not funny at all.,es,Spanish,2
72c6f46e8f,"They discussed targets in coded language, affecting to be students speaking of architecture, art, law and politics to discuss the World Trade Center, Pentagon, Capitol and White House respectively.",They said what landmarks they were talking about.,fr,French,2
c6a781cf16,"Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.","Locals aren't the primary target of the many magic shops, toy stores, and sports shops.",en,English,0
12c232f7b8,"You will remember my saying that it was wise to beware of people who were not telling you the truth.""",You must be careful of people lying to you.,en,English,0
b3c586f1b3,yeah that's the World League,The World League is that.,en,English,0
4385909f64,P. S. A donated money to IMA as a great holiday gift.,"Please note that you can donate anytime, not just during the holidays.",th,Thai,1
1f4efdbf55,A spark of annoyance lit Lincoln's eyes; the smallest hint of Natalia's Russian fire.,Lincoln wanted to kill Natalia with his bare hands in that precise moment.,en,English,1
2a50d5861f,"'My deep idea is to be completely successful, a dictionary of this type needs more than the book skills of an expert on proper name.",A dictionary only needs a expert's skill.,vi,Vietnamese,2
d6583f0140,"In fact, some Athenians provoked the Assembly to declare war on the Macedonian king.",Some Athenians wanted to start a war against the new Macedonian kingdom.,tr,Turkish,1
af9f81a9a2,There is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions,The research that went into this report is potentially faulty.,en,English,0
dc29253ebc,"What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.",Evacuation is always the first line of response.,en,English,1
7f0dc607ab,That was a fairly scary day.,It was a relaxed day.,de,German,2
dae8b9d1c7,"(A bigger contribution may or may not mean, I really, really support Candidate X.) Freedom of association is an even bigger stretch--one that Justice Thomas would laugh out of court if some liberal proposed it.",Justice Thomas wanted to have freedom of association.,en,English,2
de5425d101,The volumes are available again but won't be returned to the stacks until the damp library itself gets renovated.,The widely sought after volumes will be available to the public after renovation.,en,English,1
3d31dfa15d,"We've been a couple of mutts, who've bitten off a bigger bit than they can chew.",We can definitely manage what we've started.,en,English,2
9ec2c741e5,"The beach was beautiful and this was a nice place to go, so this was almost one of my favorite places, what about you",The best place to go to my opinion is the camp in the forest.,ar,Arabic,2
93d07f04e5,Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit.,The hole is seven feet deep.,en,English,1
25820bee7c,it may be arrogant but i mean let them come to us,It is definitely not arrogant to have them coming to us,en,English,2
4c87115de1,My name is Head-Lord Julian Head.,Julian Wade received the position of Lord by the rights from the origin.,th,Thai,1
66ec78de5d,Discussions with city representatives and other civil and social organizations about the development of IMA and AMP.,Ima works with other organizations in the area.,sw,Swahili,0
7a6a71a19f,"The other bank pays the fund interest based upon tiered account levels, more typical of a large commercial account.",The fund account has five different tiers.,en,English,1
b3337ece7d,How was such a lifeless and inhuman thing dubbed to exchange files between a person and a mainframe and a micro computer to exchange files?,The name of the telecom records is the name of the record.,hi,Hindi,0
504912644d,"Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.",58% of Columbia/HCA's beds are empty.,en,English,0
c47c242109,"Some Kwanzaa rituals, most notably the focus on candles, seem to have been borrowed from Hanukkah.",They borrowed traditions from one holiday to incorporate into their own.,en,English,0
abdff968dd,"The main funding source for Maryland's legal services to the poor has fallen on hard times, and advocates are preparing to seek unprecedented state financial help - even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide.","In this tough economy, primary funding for Maryland's legal aid has suffered and thus seeking special assistance from the state has become necessary.",en,English,0
bbe05d3dd7,"We hope you will be happy to talk to them, but you can save IRT administration funds by sending your gift in the return envelope today.",It is possible to send your gift using the post.,sw,Swahili,0
1b49a89416,well i i'm doing computer science computer engineering,I switched my major last semester.,en,English,1
7d035800d5,"The second missing benefit includes gains in environmental quality, especially improved health benefits.",One of the missing benefits is associated with better health and an increase in environmental quality.,en,English,0
1327078aa5,"The Indianapolis Civic Theater has entertained its audience with works of theater and musicals produced professionally for 82 years.At the same time, he has offered a space for the exceptional talent of our city, but it is true that it has not been so wide.",The Indianapolis Civic Theater has produced shows for more than 80 years.,es,Spanish,0
98d03d0419,oh uh-huh well no they wouldn't would they no,"No, they wouldn't.",en,English,0
9a7a84a4ea,"On the northern slopes of this rocky outcropping is the site of the ancient capital of the island, also called Thira, which dates from the third century b.c. (when the Aegean was under Ptolemaic rule).",The ancient capital has some of the most stunning architecture of the entire island.,en,English,1
4d90dba314,District 8 was ordered to order this incurable FXXXUP company.,That man was fired gloriously.,zh,Chinese,2
d323d431a1,"Part 2), Confidentiality of Alcohol and Drug Abuse Patient Records.",Drug and alcohol records can be shared.,en,English,2
b17d3036c9,There always will be a need for an attorney to do general law.,There is not much need for attorney's to practice law.,en,English,2
200dd4f6a9,"On Sunday, June 18, the pastThe rain is hung and causing the time to attend the event.Short story caretaker/Joseph Cam Belle Festival, folk story beliefAnd various mattersGet shorterly",It rained last Sunday,th,Thai,0
8b5a92d4e0,it depends a lot of uh a lot of things were thought that uh as you know the farmers thought okay we got chemicals we're putting chemicals on the field well the ground will naturally filter out the,"Even if farmers put chemicals in the ground, the ground eventually filters them out.",en,English,0
ac95762139,"That's right, this can happen next year if we have not spent everything this year and so no matter what the expense is, we will surely get rid of that money",We may not have enough next year.,bg,Bulgarian,0
afc97e487e,The constitutional text of 1787 stipulated the right of slave owners to recover slaves who had escaped to free territory.,Part of the Constitution text was written in 1787.,es,Spanish,0
7f237f46e4,Не знам дали той остана в Огъста след това.,He continued to live in August.,bg,Bulgarian,0
8643610cf8,The way we try to approach it is to identify every legal problem that a client has.,All of the client's legal problems are supposed to be identified.,en,English,0
e0278eb4dc,We assume a direct linear relationship between tumor by resident and pieces per possible,We know that there is no possible connection between the quantity by resident and tracks.,el,Greek,2
e4e2ae63ab,Current security requirements promote overlapping and excessive information compartmentalization between organizations.,The security protocols currently in force mean that a lot of information is over-class.,fr,French,0
fc5cc087f9,"Of course, if we could not carry out our chosen professions, we would be dead.",Finding a way to make a living is not a feat.,de,German,1
baefc5809b,"You are not sure, you have made it clear about it is on the support side.",Obviously who you have to support.,sw,Swahili,2
a5c54ce5b5,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",Most of the workplace is based indoors.,en,English,2
bbb5295936,"First, individuals can participate in the chancellor for a fee of $ 500 or more for the unlimited $ 1,000 or more gifts or more than $ 500 or more.",Many individuals prefer to donate to ministers' institution.,tr,Turkish,1
ac4ec0b48c,Sigmund Freud is not innocent.,Freud is accused of change.,tr,Turkish,1
8c60c4393b,"От готическа колонада в центъра на града, покрай масивна камбанария от 13ти век, стълбището, състоящо се от 90 стъпала ви води до бронзовите врати на храма от 11ти век.",The stairs reach the highest point of the church.,bg,Bulgarian,1
1f1022406e,"In about a quarter of an hour the bell rang, and Tuppence repaired to the hall to show the visitor out.","After 15 minutes, nothing happened and Tuppence and the visitor decided that it was time to eat some lunch.",en,English,2
878a7d9d52,"No.In truth, I am not even known.No...",I studied it for many years.,ru,Russian,2
33ea98afde,"Paroseas cave, reef, and wreck diving around its shores, giving the diver a wide range of environments to explore.",The scenery is unique and can't be found anywhere else.,en,English,1
ce88dc1ba7,Blood broke open the seal and read.,The seal remained unbroken.,de,German,2
2c32cd9aaf,"Miramar, a pleasant residential neighborhood with beautiful family houses, enjoys its location next to the Isla Grande Regional Airport.",Miramar is a garbage dump.,es,Spanish,2
fa07744634,It has only since my money is currently in need.I didn't even lure myself.,"I have a lot of money now, so I want to go shopping.",th,Thai,2
7dd4693c7e,"The journey grew to the standard, as the attainment of the understanding of the TEXAS's faithful Republic of Texas.",Texas' journey was fun to get to learn about the Christian faith and motivation.,sw,Swahili,1
8e241c4bf5,"Pachuco was despised in the USBoth from the Mexican -American community and from Anglo, and as in Mexico from the media and intellectuals.",Pachuco was accepted in the US by Mexican Americans.,el,Greek,2
5e55578099,"When this happens, the lending fund sacrifices the benefits of treasury bonds on its invested assets and instead receives a benefit from the borrowing fund on the loan amount.","In some cases, the lending fund does not get all the benefits.",ar,Arabic,0
2597c6f1f9,"And frankly, the number seems a tad low to me.","The number looks low in my opinion, but it is possible to get to an agreement.",en,English,1
44ac7b73c6,"THEY ARE READY, returned Susan's voice in the back of his mind.",He could imagine Susan's voice speaking to him.,en,English,0
8534b35a53,"After four years, Clinton has learned how to avoid looking unpresidential.","After four torturous years, Clinton finally gets how to avoid unpresidential behavior.",en,English,1
080f9df83b,Two of them saw Thorn coming.,Thorn was seen coming by two of them.,en,English,0
567499fe2b,so uh i hope you like your office,I hope your office is up to your standards.,en,English,0
6ce715093c,"Morrison has earned the right to be as idiosyncratic as, let's say, William Gaddis, Thomas Pynchon or William Faulkner.",Gaddis and Pynchon are not as idiosyncratic as Morrison.,es,Spanish,2
26222ec767,so i guess my experience is is just with what we did and and so they didn't really go through the child care route they were able to be home together,They were able to be home rather than having to worry about getting child care.,en,English,0
372c6cea4d,"a 808(2) only applies if the agency finds with good cause that notice and public procedure thereon are impracticable, unnecessary, or contrary to the public interest.",An agency determines if an 808(2) is applicable.,en,English,0
ecbaffeaf6,It is required for me about an hour to two hours until I find what I want.,I found it in just a few seconds.,ar,Arabic,2
f09dc0af06,"As we will see, in both cases, it seems that something deep in the universe has no finite value.",Nothing is happening in the world.,vi,Vietnamese,2
b241b9f69e,"An announcement in the New York Gazette of Rivington on October 6, 1774, wanted a young man to know how to store books to focus on the Italian route, and another was from someone who wants a place.",The gazette was a magazine in Mexico.,sw,Swahili,2
